0.00277778 5430011
0.00555556 5461616
0.00833333 5494467
0.0111111 5528730
0.0138889 5564519
0.0166667 5601346
0.0194444 5639476
0.0222222 5678645
0.025 5718941
0.0277778 5760068
0.0305556 5801726
0.0333333 5844140
0.0361111 5886662
0.0388889 5929840
0.0416667 5972894
0.0444444 6015631
0.0472222 6058233
0.05 6100556
0.0527778 6142100
0.0555556 6183409
0.0583333 6223510
0.0611111 6263000
0.0638889 6301605
0.0666667 6339013
0.0694444 6375070
0.0722222 6410420
0.075 6444601
0.0777778 6477467
0.0805556 6509151
0.0833333 6539727
0.0861111 6569388
0.0888889 6597511
0.0916667 6624642
0.0944444 6650320
0.0972222 6674826
0.1 6698201
0.102778 6720503
0.105556 6741529
0.108333 6761737
0.111111 6780542
0.113889 6798306
0.116667 6814997
0.119444 6830851
0.122222 6845908
0.125 6860238
0.127778 6873583
0.130556 6885933
0.133333 6897732
0.136111 6908622
0.138889 6918887
0.141667 6928694
0.144444 6937696
0.147222 6946137
0.15 6953816
0.152778 6960965
0.155556 6967638
0.158333 6973840
0.161111 6979464
0.163889 6984832
0.166667 6989622
0.169444 6994011
0.172222 6998085
0.175 7001865
0.177778 7005283
0.180556 7008352
0.183333 7011168
0.186111 7013674
0.188889 7015816
0.191667 7017772
0.194444 7019525
0.197222 7020968
0.2 7022234
0.202778 7023330
0.205556 7024386
0.208333 7024999
0.211111 7025405
0.213889 7025737
0.216667 7025911
0.219444 7026007
0.222222 7025861
0.225 7025513
0.227778 7025095
0.230556 7024350
0.233333 7023608
0.236111 7022940
0.238889 7022038
0.241667 7021077
0.244444 7020093
0.247222 7018963
0.25 7017733
0.252778 7016337
0.255556 7014932
0.258333 7013569
0.261111 7012013
0.263889 7010270
0.266667 7008615
0.269444 7006874
0.272222 7005077
0.275 7003221
0.277778 7001241
0.280556 6999405
0.283333 6997337
0.286111 6995297
0.288889 6993306
0.291667 6991241
0.294444 6989043
0.297222 6986994
0.3 6984807
0.302778 6982587
0.305556 6980447
0.308333 6978149
0.311111 6975873
0.313889 6973487
0.316667 6971129
0.319444 6968817
0.322222 6966460
0.325 6964024
0.327778 6961652
0.330556 6959073
0.333333 6956464
0.336111 6954001
0.338889 6951611
0.341667 6949095
0.344444 6946639
0.347222 6944084
0.35 6941572
0.352778 6939029
0.355556 6936526
0.358333 6933891
0.361111 6931241
0.363889 6928620
0.366667 6926055
0.369444 6923443
0.372222 6920909
0.375 6918223
0.377778 6915522
0.380556 6912737
0.383333 6910014
0.386111 6907312
0.388889 6904693
0.391667 6902036
0.394444 6899349
0.397222 6896607
0.4 6893862
0.402778 6891208
0.405556 6888400
0.408333 6885670
0.411111 6883084
0.413889 6880400
0.416667 6877739
0.419444 6875102
0.422222 6872354
0.425 6869624
0.427778 6866761
0.430556 6864047
0.433333 6861389
0.436111 6858649
0.438889 6855925
0.441667 6853173
0.444444 6850467
0.447222 6847858
0.45 6845033
0.452778 6842348
0.455556 6839683
0.458333 6836888
0.461111 6834101
0.463889 6831313
0.466667 6828632
0.469444 6825853
0.472222 6823141
0.475 6820561
0.477778 6817812
0.480556 6815118
0.483333 6812416
0.486111 6809822
0.488889 6807148
0.491667 6804439
0.494444 6801769
0.497222 6799091
0.5 6796438
0.502778 6793855
0.505556 6791258
0.508333 6788568
0.511111 6785890
0.513889 6783222
0.516667 6780616
0.519444 6777927
0.522222 6775337
0.525 6772614
0.527778 6769941
0.530556 6767400
0.533333 6764808
0.536111 6762171
0.538889 6759581
0.541667 6756996
0.544444 6754463
0.547222 6751970
0.55 6749376
0.552778 6746824
0.555556 6744345
0.558333 6741764
0.561111 6739296
0.563889 6736829
0.566667 6734224
0.569444 6731779
0.572222 6729329
0.575 6726807
0.577778 6724333
0.580556 6721842
0.583333 6719312
0.586111 6716937
0.588889 6714522
0.591667 6712162
0.594444 6709715
0.597222 6707488
0.6 6705085
0.602778 6702766
0.605556 6700548
0.608333 6698291
0.611111 6695995
0.613889 6693697
0.616667 6691508
0.619444 6689177
0.622222 6686779
0.625 6684570
0.627778 6682271
0.630556 6679930
0.633333 6677745
0.636111 6675564
0.638889 6673389
0.641667 6671126
